Total Distance (m),Total Duration,High Speed Distance (m),Total Player Load,Result
3936.61011,56,191.17,402.03526,W
3543.19922,43,110.41,348.60742,W
3568.93091,43,55.13,393.26624,W
3525.50464,43,196.62001,327.18555,W
4007.16162,52,168.45,364.63992,W
6154.2085,56,570.97,612.20166,W
6132.39673,81,41.13,642.78766,W
3305.27759,43,38.15,279.89285,W
3429.32275,43,79.25,387.42618,W
3448.87842,43,150.15,319.43326,W
3591.03247,57,87.36,410.1983,W
3184.81128,43,167.44,321.93262,W
10988.84851,96,551.97,1014.71571,W
3983.89111,54,63.89,400.33627,W
10795.8302,96,542.82,1178.99152,W
4169.61426,54,173.23,451.15969,W
3069.89648,43,38.2,266.44351,W
4573.01251,60,164.87,469.81304,W
3825.44238,51,150.76,355.87845,W
3905.96216,51,126.15,358.8587,W
4214.69165,70,40.85,375.6248,W
4129.57715,51,91.89,410.47168,W
4938.34277,66,265.92,444.17513,W
4265.0592,65,216.34,391.7226,W
3599.88721,51,168.49,383.19852,W
6027.43311,80,76.45,622.62703,W
7813.89354,117,411.01001,885.02783,W
3859.57275,51,143.83,339.30319,W
2867.53711,39,62.85,318.1239,W
4879.27686,69,138.11,454.48409,W
3999.52051,62,164.56,417.96206,W
4806.79468,67,176,510.07356,W
8398.81458,117,346.34,822.65561,W
3783.33179,55,61.47,401.76125,W
7571.94014,117,585.51,903.70171,W
4961.61816,63,123.38,480.52531,W
3469.55103,51,57.01,278.77124,W
1674.703,34,19.94,153.03419,NW
1734.53308,34,5.33,147.02086,NW
1645.43488,41,1.78,150.76192,NW
2062.83978,42,5.53,190.41438,NW
1591.35107,34,0,163.07272,NW
1344.09814,34,0,127.87441,NW
1748.75208,34,0,185.71863,NW
3104.73303,55,0,363.84587,NW
5239.85254,90,13.31,740.60205,NW
2370.88513,55,23.78,216.0924,NW
1537.11902,34,4.72,187.56273,NW
1326.45764,34,0,126.68386,NW
1507.76208,34,0,177.24164,NW
1386.92908,34,0,152.59628,NW
5005.37793,90,29.17,712.46857,NW
1418.99988,34,2.03,147.96498,NW
2652.68103,55,61.98,292.8019,NW
1447.23145,34,0,140.4599,NW
2362.50732,37,91.1,222.21759,NW
2861.28516,37,34.48,261.6723,NW
2267.98318,40,0.81,233.17391,NW
2622.07251,37,20.94,284.65237,NW
2534.60107,37,44.1,245.9223,NW
1967.46387,37,12.37,199.90561,NW
4122.85327,57,40.27,454.45605,NW
6174.1748,87,463.43001,670.23932,NW
2540.05522,40,3.2,219.68079,NW
2549.27441,37,68.36,284.20972,NW
2273.36792,37,45.15,211.08966,NW
2464.76343,37,30.27,292.70883,NW
1269.63025,18,7.32,153.43578,NW
2534.43848,37,18.74,255.71515,NW
2425.27222,37,24.08,246.49686,NW
4227.49634,57,81.66,522.92474,NW
2525.81152,37,28.85,247.54002,NW
2666.46826,37,28.22,233.69864,NW
3159.21777,49,114.73,301.1882,NW
3859.48804,59,7.18,343.45452,NW
5945.41211,77,1005.09,720.87622,NW
4096.8559,61,92.18,373.81149,NW
3880.69855,64,26.39,351.90263,NW
3853.24646,61,29.32,397.21462,NW
4178.49561,30,1137.91003,334.03665,NW
3859.31531,67,57.47,327.32083,NW
3670.37036,61,85.28,405.07245,NW
5085.37329,84,49.11,487.93095,NW
6374.22656,97,263.88999,712.94519,NW
3836.70941,63,24.23,308.19469,NW
3922.72687,61,72.38,453.12637,NW
4095.02014,65,167.29,384.04632,NW
3376.89526,67,52.85,379.2551,NW
1598.72498,20,13.1,184.90038,NW
6589.29907,101,174.51,643.59558,NW
2983.12329,49,3.36,350.2037,NW
6333.42212,101,143.21,810.49405,NW
4177.61841,75,141.02,450.70799,NW
3453.1311,62,109.52,350.16989,NW
4195.69287,65,86.48,427.49388,NW
5617.03027,60,516.20999,609.20459,NW
3624.41919,62,172.61001,354.37555,NW
3518.21826,62,47.79,331.58246,NW
4035.00171,62,96.24,417.63458,NW
3472.4646,62,164.8,314.89764,NW
3526.91113,62,174.68001,340.02512,NW
3180.41113,62,57.18,289.44824,NW
3329.07324,83,35.88,459.13309,NW
3130.48657,62,32.73,267.32813,NW
3674.05933,62,250.36,354.30927,NW
3233.03485,73,142.67,331.31338,NW
3736.63379,62,77.7,356.88336,NW
3651.27319,62,48.36,399.3288,NW
4333.18506,90,68.21,543.39056,NW
4148.7027,77,97.89,405.53274,NW
1353.56812,25,0,136.51376,NW
1351.02673,25,0,125.32409,NW
5947.54004,68,522.71,645.82611,NW
1266.60608,25,0,121.88308,NW
1637.80859,36,0,132.11927,NW
1325.59546,25,0,118.01725,NW
1551.29279,35,0,127.06325,NW
4555.98291,37,160.94,503.47055,NW
7182.33545,123,452.40001,877.80633,NW
1635.60657,35,0,124.50531,NW
3805.91003,89,0,556.03285,NW
1674.34448,38,11.59,163.83015,NW
1596.56586,36,0,184.43428,NW
2358.18225,48,0,254.80798,NW
1615.28247,34,0,165.01369,NW
3826.03235,89,0,468.19196,NW
1174.30469,25,0,112.7188,NW
3388.27393,54,170.6,364.33475,W
3517.35425,54,36.23,322.5766,W
3997.02881,65,113.45,419.7657,W
3451.53931,54,138.56,325.66507,W
3770.84729,66,13.54,369.0501,W
3825.18481,65,118.61,354.848,W
3197.84717,54,102.53,298.9982,W
3129.6687,54,33.22,338.4726,W
4029.30225,82,9.71,447.99966,W
6828.18848,109,727.12002,844.13373,W
3221.39063,54,62.69,287.96881,W
3356.46118,54,20.24,415.55554,W
3809.48547,66,33.12,452.26889,W
2744.85498,21,499.92999,286.58844,W
4047.87964,67,23.24,402.40649,W
3826.95111,66,16.17,428.44527,W
4541.68848,82,30.63,533.22687,W
4332.37671,73,125.28,486.15092,W
4858.05615,39,0,485.07614,NW
3982.61426,66,55.15,412.89098,NW
3647.13696,55,164.97,345.43973,NW
3191.40259,55,29.15,309.73932,NW
4020.59229,65,44.07,414.57504,NW
3507.36646,55,100.26,333.83109,NW
3313.78223,55,57.45,362.53311,NW
3325.69727,55,2.15,314.92618,NW
11191.68909,96,842.25,1158.14262,NW
3809.75562,69,5.44,330.10454,NW
3603.33667,55,30.39,432.81866,NW
3857.50146,63,133.26,371.44889,NW
3500.64014,66,113.41,404.86031,NW
4441.99609,43,362.98,492.16721,NW
3653.32813,55,33.93,351.20444,NW
475.18201,17,0,78.09025,NW
3119.22949,55,38.64,351.77759,NW
5510.61182,93,33.29,624.47781,NW
4710.50659,79,88.49,531.66267,NW
3797.12915,65,86.36,396.07316,NW
3826.39111,59,56.17,373.88016,NW
4095.14844,68,35.24,393.30019,NW
3650.32056,53,31.83,402.19922,NW
3768.98676,63,86.29,380.33445,NW
3384.55518,59,132.9,314.11967,NW
2980.75293,53,47.96,321.48935,NW
5987.23022,97,16.82,656.03088,NW
5868.99121,104,510.64999,746.80444,NW
4215.11902,75,43.41,373.26871,NW
3428.17432,53,58.24,404.20328,NW
2998.58594,53,85.04,294.18494,NW
2859.79004,53,55.55,316.02267,NW
3561.58398,53,116.17,395.87262,NW
3180.04956,53,29.85,310.53415,NW
4268.17432,68,39.83,474.41299,NW
5759.90576,97,96.99,634.83801,NW
3246.52173,53,58.68,346.8157,NW
3947.97208,60,126.19,344.39506,NW
3662.92017,64,95.51,349.82072,NW
3475.30417,58,38.55,320.15307,NW
3465.77222,52,58.96,344.52725,NW
4173.32007,64,95.24,413.38268,NW
2840.50415,52,58.46,257.9476,NW
2787.88525,52,12.85,296.35342,NW
5631.97925,90,37.25,589.34686,NW
5212.6665,97,109.98,700.93933,NW
4110.29712,69,93.16,339.31049,NW
3410.27686,52,47.94,384.62848,NW
3141.49609,60,121.88,308.42829,NW
3444.12695,60,130.86,406.91808,NW
3713.77191,70,75.66,422.36692,NW
5612.96753,78,102.71,554.04239,NW
4264.52734,33,202.53,400.78256,NW
3147.51147,52,64.49,359.78329,NW
5310.96338,90,62.27,587.108,NW
3681.66455,60,57.06,343.72464,NW
4502.43408,53,451.61001,452.2428,NW
2608.45166,48,100.29,301.88062,NW
3013.51703,61,38.45,351.96569,NW
3543.26257,68,36.96,407.12106,NW
2721.58521,48,29.11,319.37698,NW
3477.31299,70,116.85,354.80745,NW
2750.66138,58,13.02,290.18174,NW
2343.16772,48,6.25,245.90919,NW
3329.25903,65,32.26,311.7606,NW
3171.97015,60,27.6,389.6131,NW
2619.98621,60,45.81,271.53498,NW
2787.81836,60,44.6,302.5722,NW
2784.52576,69,60.5,304.99332,NW
5719.92603,94,147.89,578.9144,NW
4763.04077,80,288.51,521.15762,NW
2905.86319,56,105.82,375.57192,NW
5493.59131,94,198.35,662.41287,NW
3261.68988,68,109.53,384.96194,NW
2579.62866,48,29.91,252.6459,NW
3602.42676,55,129.54,402.83025,NW
3585.92188,66,31.64,386.01648,NW
3254.25244,47,31.74,372.14557,NW
3602.95087,64,124.32,364.467,NW
3534.5672,65,35,365.72159,NW
2792.10913,47,8.4,282.18903,NW
3466.20035,54,103.26,311.57246,NW
3115.23016,54,17.48,390.59587,NW
3139.20398,58,71.86,330.40393,NW
3483.93903,59,181.96,422.0396,NW
3207.427,47,47.77,342.91342,NW
3457.79028,56,223.42,349.01093,NW
3239.79898,54,34.39,378.22013,NW
3601.25201,56,101.51,381.96481,NW
1821.35864,24,40.17,214.92839,NW
1042.6781,17,0,119.63361,NW
2875.72803,47,45.41,290.58066,NW
2470.03223,51,113.3,280.49268,W
3129.3255,68,79.76,378.66299,W
3799.41968,74,100.06,391.01914,W
2803.02319,22,539.41,236.54405,W
2252.09888,51,27.35,225.91617,W
3395.05225,66,55.57,328.2622,W
3577.87335,62,70.37,446.9289,W
3423.0148,63,156.81,340.00249,W
2906.48804,65,103.18,341.81541,W
3719.72888,70,95.27,357.01917,W
3590.65619,70,96.33,353.44703,W
3377.54126,63,55.26,384.89561,W
3610.30408,74,88.43,390.35568,W
3078.0813,70,38.87,329.28873,W
2063.9209,25,0,211.96135,W
2852.42465,62,60.9,283.87204,W
1955.23914,40,36.54,207.76271,NW
3284.09619,30,153.27999,334.77774,NW
1981.09863,40,68.85,221.12457,NW
1991.87305,40,47.68,205.5558,NW
2968.99243,29,147.30999,287.04663,NW
3721.71362,42,318.63,431.50366,NW
3858.57397,43,403.04,377.37299,NW
1732.48926,40,13.02,176.26945,NW
2574.02295,48,52.98,231.48575,NW
2307.02197,40,41,285.15854,NW
2469.68396,46,25.08,237.95873,NW
1707.14893,40,3.61,198.05342,NW
2207.54248,40,28.16,207.13625,NW
2130.67651,40,48.89,199.48975,NW
2279.86816,40,57.05,288.23773,NW
2459.33459,47,25.06,254.32427,NW
2472.01376,46,38.66,265.53922,NW
2354.16675,48,30.56,249.63044,NW
3003.66455,51,101.26,276.32355,NW
3065.38135,51,10.89,316.56018,NW
3634.30609,66,31.7,379.01353,NW
2947.33951,55,40.6,294.79727,NW
3812.67822,60,35.16,387.24478,NW
3595.42871,58,59.59,339.28612,NW
3411.5813,66,12.79,319.8153,NW
4040.53735,74,14.61,484.25937,NW
3553.78247,66,37.44,354.9671,NW
4344.32739,69,186.03,474.37984,NW
3676.13135,66,33.56,348.05689,NW
3257.64673,51,24.25,379.20752,NW
4030.87183,69,60.16,418.55212,NW
3633.05463,67,58.74,396.37578,NW
5359.82715,55,747.85002,531.9472,NW
1400,10,0,0,NW
4058.448,72,36.74,413.69873,NW
3165.77808,54,4.15,372.26862,NW
4333.1969,73,45.64,488.04016,NW
3352.68164,51,80.75,337.86734,NW
4260.69196,66,134.58,404.30235,NW
5000,26,0,0,NW
3286.12192,55,7.3,295.4285,NW
2606.10913,56,70.99,278.2829,W
6876.01758,108,263.92,807.73309,W
2433.67896,56,0,221.29337,W
2767.06128,56,51.12,288.06223,W
3222.97192,61,69.38,319.4123,W
2456.69214,56,35.36,244.16148,W
2389.45581,56,59.37,200.32635,W
2394.67456,56,7.1,239.73097,W
5581.92188,108,103.29,609.5972,W
2755.16357,56,51.74,307.53665,W
2597.67529,56,50.14,232.47476,W
3467.02917,70,55.81,300.10867,W
2782.87158,56,68.04,317.63647,W
2509.4563,56,13.96,225.60129,W
2431.18262,56,71.87,293.16046,W
5325.89063,43,609.90002,621.94922,W
4656,20,806.2,160.44347,W
3190.47263,63,68.75,360.85725,W
5916.91235,108,124.16,656.53192,W
3003.552,56,83.97,285.99792,W
3252.42435,63,97.42,299.52106,W
4297,14,646.66998,130.17065,W
2938.79907,63,40.33,282.61673,W
1556.63965,13,0,169.38658,NW
5519.62,112,28.58,0,NW
2830.28027,56,31.32,280.74356,NW
2898.03931,56,88.03,327.54681,NW
2914.65503,56,38.84,297.18436,NW
2964.26831,56,40.37,295.953,NW
2516.56104,56,27.78,234.99802,NW
2612.24414,56,43.01,246.99274,NW
2688.90283,56,86.72,277.1658,NW
2824.61792,56,64.27,292.47015,NW
2653.80396,56,16.86,279.46213,NW
2686.10913,56,23.28,234.64893,NW
3128.88208,56,56.18,373.53278,NW
2431.3501,56,28.47,239.13788,NW
2707.58716,56,90.88,303.85602,NW
3126.20776,56,46.06,289.54379,NW
3085.78833,56,56.09,305.09186,NW
2814.7229,56,24.98,348.46228,NW
2452.04565,56,5.84,269.3981,NW
3345.89819,56,29.69,354.24362,NW
2904.30029,56,36.04,291.38461,NW
2854.79712,56,48.41,271.09073,NW
3238.13208,68,65.12,310.41521,NW
2559.28613,60,31.22,270.38556,NW
3216.00513,71,52.01,338.79365,NW
3152.80008,65,37.12,310.51939,NW
2071.25684,60,13.98,203.87065,NW
2229.354,60,30.56,232.79312,NW
2634.69897,60,51.1,277.35434,NW
3191.47302,71,30.25,333.59558,NW
2443.89014,60,10.29,254.93883,NW
2342.52905,60,19.26,228.41779,NW
2960.05176,60,19.61,364.70071,NW
2520.64746,60,38.44,263.1658,NW
2925.36902,71,55.44,337.34331,NW
5610.70459,105,254.17,637.48666,NW
2747.29907,26,1045.77997,262.25565,NW
3801.00928,76,72.73,473.58377,NW
3814.21802,72,91.59,382.88931,NW
3610.41669,75,67.59,418.13124,NW
2859.11108,66,61.7,264.54452,NW
4734.12207,57,809.41001,483.33813,W
6425.52966,108,1272.24004,708.75087,W
1942.30762,43,16.62,228.79588,W
2365.70633,53,63.5,241.18053,W
1944.57227,43,11.81,214.77432,W
4430.55969,92,38.27,599.11441,W
2562.94055,54,69.8,300.18629,W
2629.39813,51,92.93,289.42574,W
3246.08752,74,2.34,317.28279,W
2050.26001,43,53.92,226.14676,W
1797.6311,43,64.61,240.18863,W
5201.56543,45,46.98,636.00726,W
2374.40625,53,30.38,261.96559,W
4197.36694,92,127.85,478.32051,W
2126.74939,53,4.69,283.46746,W
2527.87726,53,31.94,269.66919,W
3915.34326,91,61.14,442.00037,W
2391.36353,56,5.95,256.50951,W
