Total Distance (m),Total Duration,High Speed Distance (m),Total Player Load,Result
1320.31909,9,732.58002,109.79208,W
12820.7085,95,859.94,0,W
4883.89258,50,805.54999,500.19293,W
11254.01709,95,1458.34999,0,W
3588.69238,25,748.60001,57.62508,W
10521.9209,95,406.47,0,W
11789.19971,93,1173.93,0,W
10615.76416,95,538.68999,0,W
12527.08942,124,852.9,65.08615,W
14324.0196,124,616.71,65.08615,W
2874.35455,42,679.86002,225.10884,W
2507.87367,39,670.27997,211.21066,W
14060.83991,124,660.59999,65.08615,W
9973.52521,96,933.62001,65.08615,W
2334.76374,38,621.97997,240.31772,W
2328.67108,38,643.37999,229.729,W
866.64899,26,0,65.08615,W
8521.30176,135,648.93,1016.69879,W
866.64899,26,0,65.08615,W
5590.4101,66,894.66002,219.68051,W
12312.59186,124,1089.82,65.08615,W
13194.48249,123,1123.01998,65.08615,W
8124.99023,135,596.76,871.39484,W
11547.70124,124,370.62,65.08615,W
8275.69922,135,606.98001,1052.87927,W
12565.08893,120,1105.79003,65.08615,W
11913.41462,124,484.51999,65.08615,W
10396.04883,95,1155.44998,0,NW
11944.23584,95,791.21999,0,NW
1553.17297,13,752.54,141.01872,NW
1553.17297,13,752.54,141.01872,NW
8838.38818,70,563.77,0,NW
1553.17297,13,752.54,141.01872,NW
7846.31763,62,695.69001,0,NW
6123.62793,89,500.07999,719.46185,NW
6187.9585,90,704.63001,793.13666,NW
5592.81396,89,483.11,568.91077,NW
4387.04325,35,670.62999,55.79539,NW
10449.93457,95,774.88,0,NW
7747.8501,62,683.79,0,NW
6234.74658,90,613.03,709.16217,NW
9889.8999,95,679.87999,0,NW
5918.78125,90,655.38,743.05237,NW
11193.53369,95,764.29999,0,NW
10143.2334,95,768.16997,0,NW
10986.43652,96,1239.47999,0,NW
12515.21973,96,805.69,0,NW
3134.81678,26,800.69002,144.44551,NW
12986.68555,96,934.40001,0,NW
9561.26123,82,1158.84001,0,NW
5258.97772,40,985.74,54.96287,NW
4931.1792,43,916.25002,553.92914,NW
2983.83228,41,93.48,391.27991,NW
778.39307,5,448.50001,61.19438,NW
7044.57764,61,494.70999,0,NW
11118.54883,96,1016.19002,0,NW
10450.36816,96,892.14998,0,NW
11150.64746,96,997.72002,0,NW
10694.67725,96,780.22002,0,NW
10717.11084,98,1049.16,0,NW
1638.34863,14,852.96003,173.2126,NW
1601.56226,14,847.72999,165.48045,NW
10798.9707,98,697.68,0,NW
12582.56543,98,691.47,0,NW
4670.61816,50,24.13,464.27444,NW
1568.44739,14,651.53,173.47823,NW
11528.67627,92,1262.96998,0,NW
1617.72314,47,2.7,210.87711,NW
1624.37146,14,828.23998,135.60367,NW
10939.67432,98,1193.15999,0,NW
10876.24561,98,826.41999,0,NW
1827.48743,47,17.37,215.21915,NW
10327.67236,98,509.8,0,NW
1866.80701,47,16.72,239.95992,NW
11402.34033,98,1087.15999,0,NW
8674.61743,71,1085.64001,0,NW
12413.79639,94,994.76998,0,NW
4037.32715,37,425.03,0,NW
10813.8335,94,877.92999,0,NW
12968.58496,94,942.49001,0,NW
2632.3269,23,657.77001,246.13283,NW
4515.10999,40,1041.90999,182.79576,NW
3985.73755,24,0,413.00064,NW
6467.79053,136,753.83999,844.29677,NW
1844.7533,17,484.05,153.99344,NW
7392.57153,58,891.16999,0,NW
10497.88867,94,1011.20002,0,NW
1848.03442,17,475.17,187.36794,NW
10254.17188,94,695.42001,0,NW
10351.70166,81,932.75001,0,NW
11822.6333,97,929.68,0,NW
12870.18994,97,590.96001,0,NW
4184.26367,65,374.5,547.23328,NW
10655.125,97,362.09,0,NW
10512.58936,97,474.34,0,NW
9467.03882,78,499.1,0,NW
2900.83752,24,855.68998,162.2377,NW
5408.87598,46,648.69001,597.68433,NW
4365.13135,34,0,446.36758,NW
6719.24854,115,889.53997,811.89771,NW
9165.38818,85,298.14,0,NW
4682.49072,65,636.75,619.99396,NW
2881.42664,24,761.56,168.01024,NW
11362.40381,97,752.42,0,NW
1561.80603,12,685.14998,151.27904,NW
10030.71582,97,399.78,0,NW
11249.02246,97,804.41002,0,NW
5151.56982,41,665.42001,0,W
12940.43066,95,1094.00001,0,W
11101.46045,95,1096.46999,0,W
10938.72607,95,792.49001,0,W
10731.44336,95,689.59,0,W
8197.21045,67,858.78003,0,W
1083.02588,9,368.67001,118.84376,W
4366.4514,31,839.09,43.26978,W
4323.87012,36,566.24001,516.61182,W
2269.45776,48,92.68,261.6084,W
1150.77905,9,373.16,111.64672,W
12132.43604,95,1185.86001,0,W
10649.01514,93,1228.36997,0,W
3621.4314,35,637.85999,429.80585,W
10357.12109,95,622.07,0,W
11460.18213,95,1307.61999,0,W
3520.48535,28,132.69,377.28281,NW
11258.89209,99,1110.98998,0,NW
11161.62842,99,943.03997,0,NW
10804.95996,99,498.72,0,NW
12038.69824,99,734.71001,0,NW
1472.61841,11,660.61001,149.85564,NW
3245.23688,24,699.92,60.07612,NW
5406.67529,65,744.91998,589.06653,NW
1492.4585,11,746.77003,126.67443,NW
12061.14209,99,594.27,0,NW
9387.03809,80,1103.26,0,NW
10883.84424,99,1087.11,0,NW
5099.29688,52,1041.00997,567.02533,NW
1523.81323,11,714.09002,153.80106,NW
10642.01611,99,543.22,0,NW
11441.04443,99,891.27002,0,NW
6056.78564,61,157.67999,644.76038,NW
10867.75635,94,816.49999,0,NW
6524.88599,56,501.95,0,NW
9637.604,94,407.12,0,NW
13066.46582,94,851.18002,0,NW
11690.43799,94,1137.77002,0,NW
4143.46924,38,465.09001,0,NW
4213.4722,32,870.14002,60.04157,NW
6159.4502,109,228.86,690.68152,NW
6277.72021,109,462.79999,720.17786,NW
1607.90625,13,753.13999,135.95038,NW
8722.40698,65,598.93999,0,NW
1585.08911,13,685.11,176.00021,NW
8650.62891,74,635.01,0,NW
3311.71949,27,529.94001,83.03941,NW
9843.73193,94,417.81001,0,NW
6220.79639,109,568.95,745.41852,NW
11101.81836,94,853.27001,0,NW
3535.63037,28,496.32999,286.44537,NW
11004.04785,97,1025.80001,0,NW
10783.66406,97,1019.39,0,NW
10401.15771,97,576.89999,0,NW
8175.10962,60,500.61998,0,NW
11731.19189,97,966.36,0,NW
5462.58057,50,671.56002,0,NW
5408.62958,40,733.43,52.82835,NW
5241.92334,79,154.56,586.45758,NW
5709.57178,74,313.98001,715.8053,NW
1619.18213,11,1025.61998,129.64847,NW
8979.45605,72,611.77001,0,NW
1666.55249,11,863.67998,176.3582,NW
10374.72803,97,721.87001,0,NW
3743.21979,28,525.97,48.80467,NW
10601.25781,97,702.85002,0,NW
5560.38525,79,660.70001,687.98157,NW
10476.12061,97,926.14002,0,NW
5508.23633,79,261.23,592.74268,NW
10785.37354,100,730.07002,0,NW
8578.6665,80,445.31,0,NW
12935.9668,100,730.18999,0,NW
11032.58057,100,1079.93001,0,NW
4827.63745,39,687.1,39.70354,NW
1940.797,17,899.15001,230.04919,NW
8687.96289,78,431.39001,0,NW
11823.32617,100,707.14,0,NW
3734.00488,36,560.03998,412.90536,NW
7074.77954,65,493.44,0,NW
2320.67505,22,211.58001,0,NW
6041.96729,71,689.91998,624.87079,NW
6097.46729,71,874.75001,602.92651,NW
10675.6499,100,778.06001,0,NW
1850.63843,17,895.84003,216.36009,NW
10838.70801,100,863.2,0,NW
10645.77148,100,416.10999,0,NW
11026.63428,98,998,0,NW
2618.79224,23,123.83,0,NW
7039.06903,56,513.40999,0,NW
11134.28271,98,926.48,0,NW
2635.71924,24,122.58,0,NW
5507.59912,43,283.81,0,NW
10841.78027,98,637.84998,0,NW
11565.21582,98,774.55998,0,NW
1302.96106,12,415.97,136.39574,NW
10129.05176,98,786.16998,0,NW
6921.83105,88,652.5,720.3324,NW
10403.73779,98,643.16998,0,NW
8213.18481,76,710.55,0,NW
10139.27002,98,341.49999,0,NW
11465.14844,97,1457.38,0,W
10901.76172,97,972.19001,0,W
5446.27393,50,682.84003,556.98999,W
10885.63916,97,770.16001,0,W
12081.22852,97,793.21001,0,W
9436.23218,78,825.19,0,W
10692.07715,97,887.56,0,W
11684.79932,97,696.55998,0,W
11267.64111,97,1014.40002,0,W
10558.22363,97,605.89,0,W
11247.31934,98,1257.59001,0,NW
10969.76758,98,889.74999,0,NW
2764.05371,27,220.63,0,NW
7816.48096,70,477.33999,0,NW
11967.35938,98,944.03999,0,NW
8270.16162,71,805.21002,0,NW
10413.60107,98,866.62,0,NW
11830.08545,98,861.68999,0,NW
10762.45947,98,878.73999,0,NW
10360.4541,98,604.97999,0,NW
10391.59131,96,693.48998,0,NW
5927.12305,76,616.23002,710.13934,NW
1724.37207,15,740.33998,199.48518,NW
10576.21289,96,803.54002,0,NW
1605.12012,15,709.89001,181.72702,NW
9982.14893,96,417.80999,0,NW
11056.61133,96,842.46001,0,NW
2255.51672,20,778.20002,172.34976,NW
5714.60498,76,628.49,692.16309,NW
1636.00012,15,722.5,187.67543,NW
1682.67114,15,713.83,147.97652,NW
11622.96826,96,686.84,0,NW
1644.36963,15,681.23,201.48427,NW
10775.91797,96,798.95001,0,NW
5328.91553,76,682.13999,612.12518,NW
10068.1084,96,332.56,0,NW
5329.146,76,591.80001,626.82477,NW
12350.56055,96,592.15001,0,NW
10874.52783,96,665.88998,0,NW
9447.82813,96,339.24999,0,NW
10926.79492,99,1092.02001,0,W
6574.21289,86,667.79001,714.49586,W
6557.71338,51,319.37001,0,W
11208.20947,99,772.91001,0,W
10807.30566,100,470.62001,0,W
1250.27237,8,898.72997,131.28773,W
1221.76092,8,883.39002,150.10698,W
3196.76697,24,579.81,46.52575,W
9573.29541,79,807.94003,0,W
1299.67535,8,892.02996,148.28537,W
6360.97119,80,1017.78999,618.35516,W
12374.40771,99,907.60001,0,W
1232.70999,8,848.92998,141.69896,W
11081.87695,99,931.70997,0,W
5916.06738,54,743.90997,734.15369,W
10086.97461,100,383.76,0,W
6647.55566,86,1070.63002,810.80988,W
6406.94873,49,614.12001,0,W
11962.02686,100,1148.62999,0,W
10176.22266,99,412.21999,0,W
7669.40918,74,504.02,0,NW
4231.7124,66,70.01,537.34711,NW
1316.25537,12,394.63,137.49527,NW
7981.45728,74,495.74,0,NW
3578.60718,31,144.00001,0,NW
10045.57031,100,540.8,0,NW
1254.97717,12,332.44,136.02818,NW
3364.67041,26,284.51,0,NW
3632.99268,66,69.62,522.08459,NW
7418.63843,64,341.35999,0,NW
1298.37708,12,391.13,102.68159,NW
11864.97119,100,595.04,0,NW
2792.84106,26,241.63,0,NW
9886.05908,100,762.36001,0,NW
4176.51807,66,67.05,502.05313,NW
9710.80518,100,403.21,0,NW
3755.51123,66,11.98,564.37262,NW
12898.36865,100,817.44999,0,NW
10607.64746,100,825.23997,0,NW
4690.80811,81,599.55002,612.25531,NW
10185.36133,100,551.74999,0,NW
7111.0874,67,621.28001,0,NW
2317.18701,37,18.82,273.28568,NW
2940.55664,19,216.25,0,NW
10940.36768,101,897.94002,0,NW
10195.96924,101,614.87,0,NW
1898.58606,16,486.94,204.12772,NW
4500.93164,34,588.09999,0,NW
7833.59204,67,535.82001,0,NW
2008.47803,16,629.58002,194.47522,NW
1976.70203,16,703.69,171.11623,NW
12059.42188,101,873.10999,0,NW
3968.78931,34,463.73999,0,NW
8550.58447,82,819.43,0,NW
7040.27441,97,811.92999,892.31116,NW
5036.87695,41,268.35999,541.02441,NW
10851.08936,101,777.07999,0,NW
1971.33813,37,0,239.47105,NW
13147.94531,101,1050.19996,0,NW
10853.36719,101,1045.45003,0,NW
4999.35693,50,723.56998,515.41492,NW
10255.9292,101,634.39999,0,NW
5649.49072,45,773.47998,491.32724,W
6439.07324,91,808.57002,694.63324,W
2394.0791,19,901.83999,227.74898,W
6065.65771,91,667.87001,646.61243,W
11163.01709,98,1031.27999,0,W
1855.80505,16,784.97996,202.09746,W
10911.26074,98,752.6,0,W
10659.23779,79,857.33,0,W
1818.93811,16,787.57002,223.37788,W
11675.13623,98,894.74,0,W
1972.05212,16,799.99002,172.41771,W
12169.99902,98,901.50999,0,W
10229.42236,98,922.98999,0,W
2449.45605,46,28.07,314.17484,W
4395.73023,35,1058.97,200.56256,W
5979.77197,91,844.29997,653.24048,W
10245.22314,98,345.26,0,W
12689.17285,98,984.98999,0,W
5654.36597,46,1014.54998,190.85849,W
5310.00439,82,828.84997,612.74957,W
10203.02588,98,392.27,0,W
